3430,MIN_TAO_GUNKA,Infinite Tao Gunka,Infinite Tao Gunka,100,8550000,8000000,900000,720000,2,2890,4150,404,143,135,175,98,110,199,66,10,12,2,6,60,0x6283695,150,1020,288,144,450000,984,6000,617,3000,505,6000,7300,4850,7067,4850,728,1000,2296,400,504,3000,12738,200,2231,5,6905,10000,0,0,4651,1
20536,JT_MD_ED_B_YGNIZEM,Nameless Swordsman,Nameless Swordsman,180,75910088,0,1054400,1860000,1,5986,2351,585,235,188,177,165,142,185,105,10,12,1,7,43,0x2003695,145,480,480,288,527200,0,0,0,0,0,0,7347,1000,644,1000,603,1000,23992,1000,19439,100,0,0,0,0,617,1000,603,1000,732,1000
20537,JT_MD_ED_YGNIZEM,Nameless Swordman,Nameless Swordman,178,1519762,0,5229,4461,1,1985,328,124,8,144,92,86,69,99,68,10,12,1,7,43,0x2003695,145,576,432,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7347,1000,25127,1000,25128,1000,25787,50,0,0
20538,JT_MD_ED_EREND,Nameless Acolyte,Nameless Acolyte,176,1500486,0,4860,4545,1,937,552,106,99,77,66,90,105,87,62,10,12,1,7,46,0x2003695,130,576,432,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7347,1000,6820,50,25127,1000,25786,50,0,0
20539,JT_MD_ED_ARMAIA,Nameless Merchant,Nameless Merchant,175,1507840,0,4895,4909,1,1390,155,119,4,123,59,85,65,96,62,10,12,1,7,62,0x2003695,120,576,432,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25127,1000,7347,1000,25787,50,0,0
20540,JT_MD_ED_EREMES,EDDA Eremes Guille,Eremes Guille,170,100,0,0,0,1,937,552,1,1,77,66,90,105,87,62,10,12,1,0,20,0x2003695,2000,576,432,,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20541,JT_MD_ED_LGTHIGHGUARD,Rekenber Gunman,Rekenber Gunman,174,1485755,0,10103,7577,14,3737,1248,339,98,121,126,67,80,165,42,10,12,1,7,40,0x2003695,200,476,384,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,10,608,50,7347,1000,25786,50,0,0
20542,JT_MD_ED_LGTGUARD,Rekenber Guard,Rekenber Guard,173,1475486,0,9207,6905,1,1089,3123,346,96,108,78,55,144,139,49,10,12,1,7,40,0x2003695,200,816,500,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7347,1000,607,10,608,50,25787,50,0,0
20543,JT_MD_ED_M_SCIENCE,Rekenber Scientist,Rekenber Scientist,172,1469107,0,9207,6905,1,1089,3123,302,104,108,78,55,144,139,49,10,12,1,7,60,0x2003695,200,1265,384,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7347,1000,607,10,608,50,25786,50,0,0
20577,MD_C_RAYDRIC,MD_C_RAYDRIC,MD_C_RAYDRIC,101,14153210,0,15386,10164,1,18010,23000,42,6,175,101,43,175,215,55,10,12,0,6,63,0x2003695,170,76,384,1,0,0,0,0,0,0,0,12210,20,12103,5,19095,5,17449,100,12710,50,14545,10,6225,10,6226,10,6635,2,0,0
20578,MD_C_RAYDRIC_ARCHER,MD_C_RAY_ARCHER_G,MD_C_RAY_ARCHER_G,101,13855420,0,15386,10164,14,21000,22500,31,6,175,101,43,175,215,55,10,12,0,7,61,0x2003695,170,76,384,480,0,0,0,0,0,0,0,12103,5,19117,5,19095,5,17449,100,12710,50,14545,10,6225,10,6226,10,6635,2,0,0
//3976,a138,Eckart Appleton,Eckart Appleton,101,14654210,0,15386,10164,14,3431,3865,31,6,175,101,43,175,215,55,10,12,2,1,69,0x2003695,170,76,384,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6635,100,0,0
20576,MD_C_KHALITZBURG,MD_C_KHALITZBURG,MD_C_KHALITZBURG,101,14214560,0,15386,10164,1,14540,19540,31,6,175,101,43,175,215,55,10,12,2,6,60,0x2003695,170,76,384,,0,0,0,0,0,12103,5,12210,20,19117,5,19095,5,17449,100,12710,50,14545,10,6225,10,6226,10,6635,2,0,0
20574,MD_C_WHITEKNIGHT,MD_C_WHITEKNIGHT,MD_C_WHITEKNIGHT,101,14743530,0,15386,10164,1,21430,31210,31,6,175,101,43,175,215,55,10,12,1,6,60,0x2003695,170,76,384,,0,0,0,0,0,0,0,12103,5,19117,5,19095,5,17449,100,12710,50,14545,10,6225,10,6226,10,6635,2,0,0
20572,MD_C_HEMEL,MD_C_HEMEL,MD_C_HEMEL,175,194743530,0,15386,10164,1,51430,101210,131,26,200,200,200,200,200,200,30,12,1,6,60,0x6283695,170,76,384,,1000000,0,0,0,0,12103,1000,12210,1000,19117,1000,19095,500,400022,500,400023,500,420003,500,436002,500,28942,50,400002,50,0,0
20581,MD_C_THORN,Thorn of Magic,Thorn of Magic,89,54000000,1,0,0,12,2244,680,71,66,1,35,133,380,125,30,14,16,0,6,87,0x6200084,0,1024,288,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20592,POISONOUS,Poisonous,Poisonous,188,2407086,0,454531,54545,1,3545,354,248,68,116,90,120,110,314,100,10,12,1,0,88,0x2003695,350,768,1440,,0,0,0,0,0,0,0,7322,1000,7001,1000,25809,25,7320,1000,25810,25,25811,25,25812,25,25813,25,25728,50,300001,1
20593,TOXIOUS,Toxious,Toxious,188,2407556,0,654421,57851,1,2687,354,254,68,136,107,135,131,314,100,10,12,1,0,88,0x2003695,350,768,1440,672,0,0,0,0,0,0,0,7322,1000,7001,1000,25809,25,7320,1000,25810,25,25811,25,25812,25,25813,25,25728,50,300002,1
20594,MINERAL_G,Green Mineral,Green Mineral,190,2435702,0,454555,45457,1,2755,254,287,68,140,122,80,100,324,100,10,12,2,0,80,0x2003695,250,648,480,360,0,0,0,0,0,0,0,0,0,7321,1000,25809,25,984,80,1011,800,25811,25,25812,25,25810,25,25813,10,300004,1
20595,MINERAL_R,Red Mineral,Red Mineral,190,2435702,0,575451,65541,1,2611,434,287,68,140,122,85,107,274,104,10,12,2,0,80,0x2003695,250,648,480,,0,0,0,0,0,0,0,0,0,25811,25,984,80,1011,800,7321,1000,25809,25,25810,25,25812,25,25813,25,300004,1
20596,MINERAL_W,White Mineral,White Mineral,190,2436177,0,545421,35452,1,3125,257,293,68,140,122,86,94,285,88,10,12,2,0,80,0x2003695,250,648,480,,0,0,0,0,0,0,0,0,0,25811,25,984,80,1011,800,7321,1000,25809,25,25810,25,25812,25,25813,25,300004,1
20597,MINERAL_P,Purple Mineral,Purple Mineral,190,2435543,0,477441,54111,1,2484,457,285,68,121,126,74,156,255,99,10,12,2,0,80,0x2003695,250,648,480,,0,0,0,0,0,0,0,0,0,25811,25,984,80,1011,800,7321,1000,25809,25,25810,25,25812,25,25813,25,300004,1
20598,JEWELIANT,Jewelry Ant,Jewelry Ant,191,2445656,0,545754,34541,1,2154,354,252,71,140,122,80,100,274,100,10,12,1,4,80,0x2003695,250,648,480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25809,25,25810,25,25811,25,25812,25,25813,10,300006,1
20599,G_JEWELIANT,Jewelry Ant,Jewelry Ant,191,2445656,0,0,0,1,2154,354,252,71,140,122,80,100,264,100,10,12,1,4,80,0x2003695,250,648,480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20600,JEWEL,Jewel,Jewel,192,30,0,634533,53432,1,2743,521,312,75,149,122,80,100,304,100,10,12,2,0,80,0x2003695,250,648,480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7321,1000,728,500,714,1
20601,JUNGOLIANT,Jeweled Ungoliant,Jeweled Ungoliant,197,35984080,0,9845521,5442122,1,4756,1012,345,90,211,178,125,114,411,68,10,12,2,4,80,0x6283695,350,320,476,,2342334,0,0,0,0,0,0,0,0,0,0,7316,1000,1014,1000,1013,1000,7289,1000,7326,1000,718,1000,2406,500,300007,1
20602,porcellio_mj,White Porcellio,White Porcellio,188,2403326,0,545212,54212,1,2742,357,200,69,134,96,56,80,324,60,10,12,0,4,82,0x2003695,150,720,360,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7312,1000,1052,1000,7326,30,300003,1
